abandon	放弃；放纵
connive	默许；纵容共谋
connoisseur	鉴赏家，行家
connotation	言外之意，内涵
conquer	以武力征服
conquest	征服；战利品
conscience	良心，是非感
conscientious	尽责的；小心谨慎的
conscript	强行征兵，征召
consensus	意见一致
consent	同意，允许
consequence	结果；后果；重要性；价值
consequential	傲慢的，自以为是的
conservative	保守的，守旧的
conservatory	温室；音乐学院
conserve	保全，保存
considerable	相当多的；值得考虑的
consign	托运；托人看管
consistent	前后一致的
console	安慰，抚慰
consolidate	巩固；坚强；合并
consolidation	合并，巩固
consonant	调和的，一致的
conspicuous	显著的，显而易见的
conspire	阴谋，共谋
constant	稳定的，不变的；常数
constellation	星座，星群
consternation	大为吃惊，惊骇
constituent	成分；选区内的选民
constitute	组成，构成；建立
constitution	宪法；体质
constitutional	章程的，法规的；素质上的，本质的
constrain	束缚，强迫；限制
constraint	强制，强迫；对感情的压抑
constrict	压缩，收缩
construct	建造，构成
construe	解释；翻译
consul	领事
consummate	完全的，完善的；完成
contact	接触；互通信息
contagious	传染的；有感染力的
contain	包含，含有；控制；阻止，遏制
containment	阻止，遏制
contaminate	使…受污染
contemplate	深思
contempt	轻视，鄙视
contemptible	令人轻视的
contemptuous	鄙视的，表示轻蔑的
contend	竞争，争夺；据理力争，主张
content	知足的，满意的；内容；满意
contented	心满意足的
contention	争论；论点
contentious	好辩的，善争吵的
contest	竞争；对…表示怀疑
context	上下文
contiguous	接壤的，接近的
continent	自制的；大陆
contingent	意外的；视情况或条件而定的
contort	扭曲；歪曲
contraband	违禁品，走私货
contract	合同；订合同；收缩
contradict	反驳，驳斥
contrast	对比；对比，对照
contravene	违背
contrite	悔罪的，痛悔的
contrive	计划，设计
contrived	不自然的，做作的
control	实验对照组
controversial	引起或可能引起争论的
controvert	反驳，驳斥
contumacious	违抗的，不服从的
conundrum	谜语，难题
convalesce	康复，复原
convalescent	康复中的
convenience	便利，有益；方便
conventional	因循守旧的，传统的
converge	会聚，集中于一点
convergent	会聚的
conversant	精通的，熟知的
converse	谈话；逆向的；相反的事物
convert	使改变；改变信仰的人
convertible	可转换的；敞篷车
convey	运载，运送；表达
convict	定罪；罪犯
conviction	判罪；坚信
convince	是某人确信；说服
convivial	欢乐的，狂欢的
conviviality	欢乐；爱交际的性格
convoke	召集
convoluted	旋绕的；费解的
convulse	使震动，震惊
convulsion	骚动；痉挛
coop	笼，栏
cooperate	与他人合作
coordinate	同等物，坐标；使各部分协调；同等的
copious	丰富的，多产的
cord	考得；绳索
core	果心；核心；去掉某物的中心部分
cornucopia	象征丰收的羊角
coronation	加冕
corporate	团体的
corporeal	肉体的，身体的；物质的
corpuscle	血球，细胞
corral	畜栏
correspondent	符合的；记者
corroborate	支持或证实；强化
corrrode	腐蚀，侵蚀
corrosive	腐蚀性的，蚀坏的
corrugate	起波浪形，起皱纹
corrupt	堕落的，腐败的；文体有错误的
cosmic	宇宙的
cosmopolitan	世界主义者，四海为家的人
cosmopolitanism	世界性，世界主义
cosmos	宇宙
cosset	宠爱，溺爱
costume	服装；剧装
coterie	小团体
coterminous	毗连的，有共同边界的
cougar	美洲豹
countenance	支持，赞成；容忍；表情
counteract	消除，抵消
counterbalance	起平衡作用
counterfeit	伪造，仿造
countermand	撤回，取消
counterpart	相对应或具有相同功能的人或物
counterproductive	事与愿违的
coup	意外而成功的行动
court	法庭，法院；宫廷，朝廷；献殷勤
covenant	契约；立书保证
covert	秘密的，隐秘的
covet	贪求，妄想
cow	威胁
coward	胆小鬼
cower	萎缩，蜷缩
coy	腼腆的，忸怩的
cozen	欺骗，哄骗
crab	蟹，螃蟹；抱怨，发脾气
crabbed	暴躁的
crack	爆裂声；裂缝；裂开；破解，破译
craft	行业；手艺
cram	填塞，塞满；临时抱佛脚，为考试而学习
cramp	铁箍，夹子；把…箍紧
cranky	怪癖的，任性的
crass	愚钝的；粗糙的
crate	篓，板条箱
crater	火山口；弹坑
cravat	领巾，领结
craven	懦弱的，畏缩的
craving	强烈的愿望
crayon	彩色蜡笔或其绘画
crease	折缝，皱痕
credence	相信，信任
credible	可信的，可靠的
credit	赊购；信任；片头字幕
credulous	轻信的，易信的
creek	小湾，小溪
creep	匍匐前进；悄悄地移动
crescendo	渐强；高潮
crest	山顶，浪尖；羽冠
crestfallen	挫败的，失望的
cringe	畏缩；谄媚
cringing	谄媚，奉承
criteria	评判标准
criterion	评判的标准，尺度
critic	批评者
critical	挑毛病的；关键的；危急的
critique	批评性的分析
croak	蛙鸣声；发牢骚，抱怨
crochet	钩针织物；用钩针编织
crockery	陶器，瓦器
cronyism	任人唯亲；对好朋友的偏袒
crook	使弯曲；钩状物
cross	生气的
crouch	蹲伏，弯腰
crucial	决定性的
crudity	粗糙，生硬
crumb	饼屑，面包屑；碎裂的东西
crumble	弄碎；崩毁
crumple	弄皱；破裂
crusade	维护理想、原则而进行的运动或斗争
crust	硬的表面；地壳
crutch	拐杖；支撑
crux	关键，症结所在
cryptic	秘密的，神秘的
cub	幼兽；年轻无经验的人
cubicle	大房间中隔出的小室
cue	暗示，提示；暗示，提示
cuisine	烹饪
culinary	厨房的；烹调的
culmination	顶点；结果
culpable	有罪的，该受谴责的
cult	宗派；崇拜
cultivate	种植；向…讨好
cultivated	耕种的，栽植的；有修养的
cumbersome	笨重的
cumulus	积云
cunning	善于骗人的；灵巧的；欺诈行为
cupidity	贪婪
curator	馆长
curb	路缘，镶边石；马勒；控制
curdle	使凝结，变稠
curmudgeon	脾气暴躁之人
curriculum	课程
cursory	粗略的，草率的 
curt	简略而草率的
curtail	削减，缩短
cushion	坐垫；缓冲
custodian	管理员，监护人
custody	监管，保管
customary	合乎习俗的
cuticle	表皮
cutlery	餐具
cyclical	循环的
cyclone	气旋，飓风
cylinder	圆柱
cynic	犬儒主义者，愤世嫉俗者
cypress	柏树
cytology	细胞学
dabble	涉足，浅尝
daft	傻的
dagger	短剑，匕首
daguerreotype	银版照相
dainty	量少而味美的食物；娇美的；挑剔的
dally	闲荡，嬉戏
damp	减弱，抑制；潮湿的
damped	减震的；压低的
dampen	潮湿；使沮丧，泼凉水
dandy	花花公子，好打扮的人
dapper	整洁漂亮的；动作敏捷的
dappled	有斑点的，斑驳的
daredevil	胆大的，冒失的
dart	飞镖；疾驰；投射
daunt	使胆怯，使畏缩
dawdle	闲荡，虚度
deaden	减低某物的力量或强度
deadlock	相持不下，僵局
deadpan	无表情的
dealing	生意行为；作风
dearth	缺乏，短缺
debacle	解冻；崩溃
debark	下船，下飞机，下车；卸载
debase	贬低，贬损
debate	正式的辩论，讨论
debilitate	使衰弱
debouch	流出，进入
debrief	向…询问情况，听取汇报
debris	废墟，残骸
debunk	揭穿真相，暴露
debut	初次登台，初次露面
decadence	衰落，颓废
deceit	欺骗，欺诈
decency	正派，端庄
deception	欺骗手段
decibel	分贝
deciduous	非永久的；短暂的；脱落的；每年落叶的
decimate	毁掉大部分；大量杀死
decipher	解开；破译
declaim	高谈阔论
declamation	雄辩，高调
decline	拒绝；变弱，变小；消减
decode	译解
decompose	腐烂
decomposition	分解，腐烂；崩溃
decorate	装饰某事物
decorum	礼节，礼貌
decrepit	衰老的；破旧的
decry	责难；贬低
dedication	对某事业或目的的忠诚
deduce	演绎，推断
deduct	减去，扣除
deductive	推理的，演绎的
deed	行为；转让契约、证书
deface	损坏
default	拖债；未履行的责任
defeatist	失败主义者
defect	缺点，瑕疵；变节，脱党
defendant	被告
defense	防御，防护
defer	推延
deference	敬意，尊重
deferential	顺从的，恭顺的
defiance	挑战；违抗，反抗
deficiency	缺陷；不足
deficit	不足；赤字
defile	弄污，弄脏；小道
definitive	明确的，有权威的；最终的
deflated	灰心丧气的
deflect	偏离，转向
defoliator	落叶剂
defraud	欺骗某人
deft	灵巧的，熟练的
defuse	从中卸除引信；缓和紧张状态或危急局面
defy	违抗，藐视
degradation	降低身份，受辱
dehydrate	除去水分，脱水
deify	奉为神；崇拜
deign	屈尊；惠允
dejected	沮丧的，失望的
delectable	赏心悦目的
delegate	代表；委派…为代表，授权
deleterious	有害的，有毒的
deliberate	深思熟虑的；故意的；慎重考虑
delicacy	细嫩；精致，优雅
delicate	娇嫩的；精致的，优美的
delimit	定界，划界
delineate	描画
delinquency	失职，过失
delinquent	疏忽职务的
delirious	精神错乱的
delirium	精神错乱
delta	三角洲
delude	欺骗，哄骗
deluge	大洪水；暴雨
delusion	欺骗，幻想
delve	深入探究，钻研
demagogue	蛊惑民心的政客
demand	要求，苛求
demean	贬抑，降低
demise	死亡；财产转让
demography	人口统计，人口学
demolish	破坏；拆除
demolition	破坏，毁坏
demonstrate	证明，论证；示威
demonstrative	证明性的；喜怒形于色的
demoralize	使士气低落
demote	降级，降职
demotic	民众的，通俗的
demur	表示异议，反对
demystify	弄清楚
den	兽穴，窝
denigrate	污蔑，诽谤
denizen	居民；外籍居民
denomination	命名
denote	表示；指示意义
denouement	结尾，结局
denounce	指责
dent	缺口，凹痕；弄凹
denture	假牙
denude	脱去；剥蚀；剥夺
depict	描绘，描画
deplete	大量减少；耗尽，枯竭
deplore	悲悼，哀叹
deport	驱逐出境
depose	免职；作证
deposition	免职；沉积；作证
depraved	堕落的，腐化的
depravity	堕落，恶习
deprecate	反对；轻视
depreciate	轻视；贬值
depressed	消沉的；凹陷的
depression	沮丧，消沉；降低，削弱
deprivation	剥夺；缺乏
deputy	代表；副警长
deracinate	根除，杜绝
derelict	荒废的；玩忽职守的；被遗弃的人
dereliction	遗弃，弃置
deride	嘲弄，愚弄
derivation	发展，起源；词源
derivative	派生的；无创意的
dermatologist	皮肤病学家
derogate	贬低，诽谤
descendant	后代，后裔
descent	降落；侵袭；血统
descry	远远看到，望见
desecrate	玷辱，亵渎
desert	放弃，离弃
desiccate	完全干涸，脱水
designation	指定；名称，称呼
desirable	值得要的
desperate	绝望的；特别强烈的；渴望至极乃至痛苦绝望的
despicable	可鄙的，卑劣的
despise	鄙视，藐视
despot	暴君
destitution	匮乏，穷困
desultory	不连贯的；散漫的
detach	分离，分遣
detached	分开的；超然的
detain	拘留；使延迟
detection	查出，探获
deter	威慑，吓住；阻止
detergent	净化的；清洁剂
deteriorate	变坏，恶化
detest	厌恶，憎恨
detonation	爆炸，爆炸声
detour	弯路；绕行之路
detraction	贬低，诽谤
detrimental	损害的，造成伤害的
detritus	碎屑；废墟
devastate	摧毁，破坏
deviant	越出常规的
deviate	越轨，脱离
deviation	背离
devious	不正直的；弯曲的
devise	发明，设计；图谋；遗赠给
devoid	空的，全无的
devoted	投入的，热爱的
devotee	爱好者
devotional	现身的，崇拜的
devour	吞食；如饥似渴地读
devout	虔敬的；忠诚的，忠心的
dexterity	纯熟，灵巧
dexterous	灵巧的，熟练的
diabetes	糖尿病
diabolical	恶毒的，狠毒的
diagnose	判断，诊断
diagonal	对角线的；对角线
diagram	图解，图表
dialect	方言
diameter	直径
diaphanous	精致的，透明的
diatribe	抨击
dictate	口述；命令
didactic	教诲的；说教的
die	金属模子，印模
die-hard	顽固分子
diffident	缺乏自信的
diffuse	散布，漫射；漫射的，散漫的；简洁的
digestion	消化，吸收
digit	手指，脚趾；数字，数码
dignity	尊严，尊贵
digress	离题
dilapidate	荒废，毁坏
dilapidated	破旧的，倒塌的
dilate	张大，扩大
dilatory	慢吞吞的，磨蹭的
dilemma	困境，左右为难
dilettante	半瓶醋，业余爱好者
diligence	勤勉，勤奋
dilute	把弄稀，弄淡
dim	使暗淡，使模糊
dimension	维度，尺寸
diminution	减少，缩减
dimple	酒窝，笑靥
din	喧闹声，嘈杂声
dingy	肮脏的；褪色的
diplomatic	 外交的，圆滑的
dire	可怕的；悲惨的
dirge	哀歌
disabuse	打消错误念头；纠正
disaffect	使不满；使不忠
disagreeable	讨厌的 ；乖戾的
disarm	缴某人的械；使缓和
disarray	混乱，漫无秩序
disaster	灾难，大不幸
disbar	取消律师资格
disburse	支付，指出
discard	扔掉，抛弃
discern	识别，看出
discernible	可识别的，依稀可辨的
discerning	识别力强的
discharge	流出；释放；解雇；履行义务
disciple	信徒，弟子
discipline	训练，训导；纪律；惩罚，处分
disclaim	放弃权利；拒绝承认
disclose	使某物显露
discography	唱片分类目录；录音音乐研究
discombobulate	扰乱，使困惑
discombobulated	扰乱的，打乱的
discomfit	使懊恼；使难堪
discompose	使失态，慌张
disconcert	使…尴尬
discord	不合，纷争
discount	折扣
discourse	演讲，论述
discredit	怀疑；丧失名誉
discreet	小心的，言行谨慎的
discrepancy	不同，矛盾
discrete	个别的；不连续的
discretion	谨慎，审慎
discretionary	自由决定的
discriminate	区分；歧视
discriminatory	歧视的，差别对待的
discursive	散漫的，无层次的
disdain	轻视，鄙视
disembodied	无实体的，空洞的
disenchant	对…不再抱幻想，使清醒
disengage	脱离，解开
disentangle	解决；解脱，解开
disfigure	毁容
disfranchise	剥夺选举权
disgorge	呕出；流走
disgruntle	使不满意
disguise	假扮；掩饰
disgust	反感，厌恶
disillusion	梦想破灭，醒悟
disinfect	杀菌，消毒
disinfectant	消毒剂
disinter	挖出，挖掘
disinterested	公正的，客观的
disjunction	分离，分裂
disjunctive	分离的；相反的
dislocate	使脱臼；把…弄乱
dislodge	逐出，取出
dismal	使人悲伤的，阴沉的
